Date,Week,Section,Group,Student_Initials,Plant_Species,PlantID,Treatment ,Replicate,Survival,Max_Leaf_Length,Stem_Number,Max_Height,Plant_Stress,Humidity,Light,Air_Temp,Soil_Moisture
1/31/2019,3,5,4,VT,Schizachyrium scoparium,Control-4-4B,Control,4B,A,14,23,26.5,2,,3860,21.4,9.7
1/31/2019,3,5,4,VT,Schizachyrium scoparium,Control-4-5A,Control,5A,A,11,23,23,2,,3860,21.4,9.7
1/31/2019,3,5,4,VT,Schizachyrium scoparium,Control-4-5B,Control,5B,A,95,18,24,2,,3860,21.4,9.7
1/31/2019,3,5,4,VT,Schizachyrium scoparium,Heatwave-4-4A,Heatwave,4A,A,33,33,17,2,,4100,21.4,7.6
1/31/2019,3,5,4,VT,Schizachyrium scoparium,Heatwave-4-4B,Heatwave,4B,A,10,14,23,2,,4100,21.4,7.6
1/31/2019,3,5,4,VT,Schizachyrium scoparium,Heatwave-4-5A,Heatwave,5A,A,16,13,24.5,2,,4100,21.4,7.6
1/31/2019,3,5,4,VT,Schizachyrium scoparium,Heatwave-4-5B,Heatwave,5B,A,22,16,22,2,,4100,21.4,7.6
1/31/2019,3,8,2,"RG,PR,MW",Sorghastrum nutans,Control-2-7A,Control,7A,A,137,4,70,2,47,2570,20.5,9.3
1/31/2019,3,8,2,"RG,PR,MW",Sorghastrum nutans,Control-2-7B,Control,7B,A,126,5,126,2,47,2570,20.5,9.3
1/31/2019,3,8,2,"RG,PR,MW",Sorghastrum nutans,Control-2-8A,Control,8A,A,112,6,88,2,47,2570,20.5,9.3
1/31/2019,3,8,2,"RG,PR,MW",Sorghastrum nutans,Control-2-8B,Control,8B,A,140,6,117,2,47,2570,20.5,9.3
1/31/2019,3,8,2,"RG,PR,MW",Sorghastrum nutans,Heatwave-2-7A,Heatwave,7A,A,123,7,123,2,47,3700,20.5,16.4
1/31/2019,3,8,2,"RG,PR,MW",Sorghastrum nutans,Heatwave-2-7B,Heatwave,7B,A,170,4,149,2,47,3700,20.5,16.4
1/31/2019,3,8,2,"RG,PR,MW",Sorghastrum nutans,Heatwave-2-8A,Heatwave,8A,A,100,9,100,2,47,3700,20.5,16.4
1/31/2019,3,8,2,"RG,PR,MW",Sorghastrum nutans,Heatwave-2-8B,Heatwave,8B,A,134,3,100,3,47,3700,20.5,16.4
1/31/2019,3,8,4,"SW,J",Sorghastrum nutans,Control-4-7A,Control,7A,A,115,9,100,2,,1600,18.2,7.6
1/31/2019,3,8,4,"SW,J",Sorghastrum nutans,Control-4-7B,Control,7B,A,141,6,145,2,,1600,18.2,7.6
1/31/2019,3,8,4,"SW,J",Sorghastrum nutans,Control-4-8A,Control,8A,A,110,10,110,2,,1600,18.2,7.6
1/31/2019,3,8,4,"SW,J",Sorghastrum nutans,Control-4-8B,Control,8B,A,100,6,95,2,,1600,18.2,7.6
1/31/2019,3,8,4,"SW,J",Sorghastrum nutans,Heatwave-4-7A,Heatwave,7A,A,90,10,85,3,,1620,18.2,7.9
1/31/2019,3,8,4,"SW,J",Sorghastrum nutans,Heatwave-4-7B,Heatwave,7B,A,180,5,130,2,,1620,18.2,7.9
1/31/2019,3,8,4,"SW,J",Sorghastrum nutans,Heatwave-4-8A,Heatwave,8A,A,180,12,130,2,,1620,18.2,7.9
1/31/2019,3,8,4,"SW,J",Sorghastrum nutans,Heatwave-4-8B,Heatwave,8B,A,150,8,150,2,,1620,18.2,7.9
1/31/2019,3,8,5,"AA,NK",Sorghastrum nutans,Control-5-7A,Control,7A,A,120,6,120,2,46,1555,21.1,1
1/31/2019,3,8,5,"AA,NK",Sorghastrum nutans,Control-5-7B,Control,7B,A,130,5,140,2,46,1555,21.1,1
1/31/2019,3,8,5,"AA,NK",Sorghastrum nutans,Control-5-8A,Control,8A,A,100,2,100,3,46,1555,21.1,1
1/31/2019,3,8,5,"AA,NK",Sorghastrum nutans,Control-5-8B,Control,8B,A,130,5,140,2,46,1555,21.1,1
1/31/2019,3,8,5,"AA,NK",Sorghastrum nutans,Heatwave-5-7A,Heatwave,7A,A,145,7,150,2,46,1560,21.1,1.3
1/31/2019,3,8,5,"AA,NK",Sorghastrum nutans,Heatwave-5-7B,Heatwave,7B,A,120,4,160,2,46,1560,21.1,1.3
1/31/2019,3,8,5,"AA,NK",Sorghastrum nutans,Heatwave-5-8A,Heatwave,8A,A,140,5,155,2,46,1560,21.1,1.3
1/31/2019,3,8,5,"AA,NK",Sorghastrum nutans,Heatwave-5-8B,Heatwave,8B,A,130,5,145,2,46,1560,21.1,1.3
1/31/2019,3,8,6,"JL,BS",Sorghastrum nutans,Control-6-7A,Control,7A,A,135,5,107,2,47,4670,21.2,8.6
1/31/2019,3,8,6,"JL,BS",Sorghastrum nutans,Control-6-7B,Control,7B,A,110,4,108,2,47,4670,21.2,8.6
1/31/2019,3,8,6,"JL,BS",Sorghastrum nutans,Control-6-8A,Control,8A,A,131,2,130,2,47,4670,21.2,8.6
1/31/2019,3,8,6,"JL,BS",Sorghastrum nutans,Control-6-8B,Control,8B,A,110,7,109,3,47,4670,21.2,8.6
1/31/2019,3,8,6,"JL,BS",Sorghastrum nutans,Heatwave-6-7A,Heatwave,7A,A,95,7,95,2,47,4670,21.2,8.6
1/31/2019,3,8,6,"JL,BS",Sorghastrum nutans,Heatwave-6-7B,Heatwave,7B,A,125,7,122,2,47,4670,21.2,8.6
1/31/2019,3,8,6,"JL,BS",Sorghastrum nutans,Heatwave-6-8A,Heatwave,8A,A,139,6,122,2,47,4670,21.2,8.6
1/31/2019,3,8,6,"JL,BS",Sorghastrum nutans,Heatwave-6-8B,Heatwave,8B,A,115,6,112,2,47,4670,21.2,8.6
2/1/2019,3,1,1,"AN,MH",Aristida stricta ,Control-1-1A,Control,1A,A,284,19,235,2,61,5420,22.3,14.1
2/1/2019,3,1,1,"AN,MH",Aristida stricta ,Control-1-1B,Control,1B,A,246,34,240,2,61,5420,22.3,14.1
2/1/2019,3,1,1,"AN,MH",Aristida stricta ,Control-1-2A,Control,2A,A,334,35,260,1,61,5420,22.3,14.1
2/1/2019,3,1,1,"AN,MH",Aristida stricta ,Control-1-2B,Control,2B,A,291,8,265,2,61,5420,22.3,14.1
2/1/2019,3,1,1,"AN,MH",Aristida stricta ,Heatwave-1-1A,Heatwave,1A,A,284,8,228,2,61,4960,22.3,16.4
2/1/2019,3,1,1,"AN,MH",Aristida stricta ,Heatwave-1-1B,Heatwave,1B,A,277,29,249,2,61,4960,22.3,16.4
2/1/2019,3,1,1,"AN,MH",Aristida stricta ,Heatwave-1-2A,Heatwave,2A,A,239,16,215,2,61,4960,22.3,16.4
2/1/2019,3,1,1,"AN,MH",Aristida stricta ,Heatwave-1-2B,Heatwave,2B,A,278,9,237,2,61,4960,22.3,16.4
2/1/2019,3,1,2,"SS,AP,TN",Aristida stricta ,Control-2-1A,Control,1A,A,316,25,225,2,,6440,22.8,30
2/1/2019,3,1,2,"SS,AP,TN",Aristida stricta ,Control-2-1B,Control,1B,A,272,14,218,2,,6440,22.8,30
2/1/2019,3,1,2,"SS,AP,TN",Aristida stricta ,Control-2-2A,Control,2A,A,269,9,220,2,,6440,22.8,30
2/1/2019,3,1,2,"SS,AP,TN",Aristida stricta ,Control-2-2B,Control,2B,A,341,3,245,2,,6440,22.8,30
2/1/2019,3,1,2,"SS,AP,TN",Aristida stricta ,Heatwave-2-1A,Heatwave,1A,A,335,4,265,2,,7310,22.8,27.2
2/1/2019,3,1,2,"SS,AP,TN",Aristida stricta ,Heatwave-2-1B,Heatwave,1B,A,280,10,230,2,,7310,22.8,27.2
2/1/2019,3,1,2,"SS,AP,TN",Aristida stricta ,Heatwave-2-2A,Heatwave,2A,A,260,10,220,2,,7310,22.8,27.2
2/1/2019,3,1,2,"SS,AP,TN",Aristida stricta ,Heatwave-2-2B,Heatwave,2B,A,278,3,260,2,,7310,22.8,27.2
2/1/2019,3,2,1,"C,E",Aristida stricta ,Control-2-1A,Control,1A,A,237,14,220,2,,3900,23.4,38.8
2/1/2019,3,2,1,"C,E",Aristida stricta ,Control-2-1B,Control,1B,A,241,19,240,2,,3900,23.4,38.8
2/1/2019,3,2,1,"C,E",Aristida stricta ,Control-2-2A,Control,2A,A,280,37,270,1,,3900,23.4,38.8
2/1/2019,3,2,1,"C,E",Aristida stricta ,Control-2-2B,Control,2B,A,270.5,10,260,2,,3900,23.4,38.8
2/1/2019,3,2,1,"C,E",Aristida stricta ,Heatwave-2-1A,Heatwave,1A,A,285,14,235,2,,4350,23.4,29.8
2/1/2019,3,2,1,"C,E",Aristida stricta ,Heatwave-2-1B,Heatwave,1B,A,275,31,270,1,,4350,23.4,29.8
2/1/2019,3,2,1,"C,E",Aristida stricta ,Heatwave-2-2A,Heatwave,2A,A,230,15,210,2,,4350,23.4,29.8
2/1/2019,3,2,1,"C,E",Aristida stricta ,Heatwave-2-2B,Heatwave,2B,A,275,2,270,2,,4350,23.4,29.8
2/1/2019,3,2,4,"NH,SG",Aristida stricta,Control-4-1A,Control,1A,A,329,20,270,2,,10000,24.2,29.7
2/1/2019,3,2,4,"NH,SG",Aristida stricta,Control-4-1B,Control,1B,A,339,20,291,2,,10000,24.2,29.7
2/1/2019,3,2,4,"NH,SG",Aristida stricta,Control-4-2A,Control,2A,A,300,14,294,2,,10000,24.2,29.7
2/1/2019,3,2,4,"NH,SG",Aristida stricta,Control-4-2B,Control,2B,A,336,22,265,1,,10000,24.2,29.7
2/1/2019,3,2,4,"NH,SG",Aristida stricta,Heatwave-4-1A,Heatwave,1A,A,221,25,214,2,,10000,24.2,35.9
2/1/2019,3,2,4,"NH,SG",Aristida stricta,Heatwave-4-1B,Heatwave,1B,A,332,11,262,2,,10000,24.2,35.9
2/1/2019,3,2,4,"NH,SG",Aristida stricta,Heatwave-4-2A,Heatwave,2A,A,390,20,258,1,,10000,24.2,35.9
2/1/2019,3,2,4,"NH,SG",Aristida stricta,Heatwave-4-2B,Heatwave,2B,A,268,29,261,1,,10000,24.2,35.9
2/1/2019,3,2,5,"JR,MS",Aristida stricta,Control-5-1A,Control,1A,A,285,14,215,2,,6260,23.2,10.9
2/1/2019,3,2,5,"JR,MS",Aristida stricta,Control-5-1B,Control,1B,A,310,23,280,1,,6260,23.2,10.9
2/1/2019,3,2,5,"JR,MS",Aristida stricta,Control-5-2A,Control,2A,A,265,36,215,3,,6260,23.2,10.9
2/1/2019,3,2,5,"JR,MS",Aristida stricta,Control-5-2B,Control,2B,A,285,29,275,3,,6260,23.2,10.9
2/1/2019,3,2,5,"JR,MS",Aristida stricta,Heatwave-5-1A,Heatwave,1A,A,330,30,305,2,,6260,23.2,9.7
2/1/2019,3,2,5,"JR,MS",Aristida stricta,Heatwave-5-1B,Heatwave,1B,A,305,40,190,2,,6260,23.2,9.7
2/1/2019,3,2,5,"JR,MS",Aristida stricta,Heatwave-5-2A,Heatwave,2A,A,310,45,245,2,,6260,23.2,9.7
2/1/2019,3,2,5,"JR,MS",Aristida stricta,Heatwave-5-2B,Heatwave,2B,A,325,28,290,2,,6260,23.2,9.7
2/1/2019,3,3,6,KG,Andropogon gerardii,Control-6-3A,Control,3A,A,237,7,142,2,45,1074,24.9,18.7
2/1/2019,3,3,6,KG,Andropogon gerardii,Control-6-3B,Control,3B,A,216,6,202,1,45,1074,24.9,18.7
2/1/2019,3,3,6,KG,Andropogon gerardii,Control-6-6A,Control,6A,A,246,4,240,2,45,1074,24.9,18.7
2/1/2019,3,3,6,KG,Andropogon gerardii,Control-6-6B,Control,6B,A,276,4,219,2,45,1074,24.9,18.7
2/1/2019,3,3,6,KG,Andropogon gerardii,Heatwave-6-3A,Heatwave,3A,A,247,2,139,1,45,1290,24.9,29.4
2/1/2019,3,3,6,KG,Andropogon gerardii,Heatwave-6-3B,Heatwave,3B,A,248,2,205,2,45,1290,24.9,29.4
2/1/2019,3,3,6,KG,Andropogon gerardii,Heatwave-6-6A,Heatwave,6A,A,229,5,173,2,45,1290,24.9,29.4
2/1/2019,3,3,6,KG,Andropogon gerardii,Heatwave-6-6B,Heatwave,6B,A,270,6,255,2,45,1290,24.9,29.4
2/1/2019,3,4,2,"AT,AD",Schizachyrium scoparium,Control-2-4A,Control,4A,A,120,8,230,2,,2510,24.6,11.9
2/1/2019,3,4,2,"AT,AD",Schizachyrium scoparium,Control-2-4B,Control,4B,A,125,7,240,2,,2510,24.6,11.9
2/1/2019,3,4,2,"AT,AD",Schizachyrium scoparium,Control-2-5A,Control,5A,A,165,6,200,2,,2510,24.6,11.9
2/1/2019,3,4,2,"AT,AD",Schizachyrium scoparium,Control-2-5B,Control,5B,A,185,7,215,2,,2510,24.6,11.9
2/1/2019,3,4,2,"AT,AD",Schizachyrium scoparium,Heatwave-2-4A,Heatwave,4A,A,245,11,190,2,,2480,24.6,13.6
2/1/2019,3,4,2,"AT,AD",Schizachyrium scoparium,Heatwave-2-4B,Heatwave,4B,A,135,9,190,2,,2480,24.6,13.6
2/1/2019,3,4,2,"AT,AD",Schizachyrium scoparium,Heatwave-2-5A,Heatwave,5A,A,210,13,205,2,,2480,24.6,13.6
2/1/2019,3,4,2,"AT,AD",Schizachyrium scoparium,Heatwave-2-5B,Heatwave,5B,A,160,6,111,2,,2480,24.6,13.6
2/1/2019,3,4,3,T,Schizachyrium scoparium,Control-3-4A,Control,4A,A,131,7,202,2,38,3200,36,21.9
2/1/2019,3,4,3,T,Schizachyrium scoparium,Control-3-4B,Control,4B,A,125,6,217,2,38,3200,36,21.9
2/1/2019,3,4,3,T,Schizachyrium scoparium,Control-3-5A,Control,5A,A,126,4,190,2,38,3200,36,21.9
2/1/2019,3,4,3,T,Schizachyrium scoparium,Control-3-5B,Control,5B,A,90,4,225,2,38,3200,36,21.9
2/1/2019,3,4,3,T,Schizachyrium scoparium,Heatwave-3-4A,Heatwave,4A,A,113,5,234,2,38,3600,36,11.3
2/1/2019,3,4,3,T,Schizachyrium scoparium,Heatwave-3-4B,Heatwave,4B,A,232,10,212,2,38,3600,36,11.3
2/1/2019,3,4,3,T,Schizachyrium scoparium,Heatwave-3-5A,Heatwave,5A,A,100,5,196,2,38,3600,36,11.3
2/1/2019,3,4,3,T,Schizachyrium scoparium,Heatwave-3-5B,Heatwave,5B,A,174,6,167,2,38,3600,36,11.3
2/1/2019,3,4,5,"SB,BW",Schizachyrium scoparium,Control-5-4A,Control,4A,A,165,6,190,3,52,8520,25.3,24.5
2/1/2019,3,4,5,"SB,BW",Schizachyrium scoparium,Control-5-4B,Control,4B,A,190,6,252,2,52,8520,25.3,24.5
2/1/2019,3,4,5,"SB,BW",Schizachyrium scoparium,Control-5-5A,Control,5A,A,143,8,235,2,52,8520,25.3,24.5
2/1/2019,3,4,5,"SB,BW",Schizachyrium scoparium,Control-5-5B,Control,5B,A,112,7,215,2,52,8520,25.3,24.5
2/1/2019,3,4,5,"SB,BW",Schizachyrium scoparium,Heatwave-5-4A,Heatwave,4A,A,225,5,260,2,52,9400,25.3,18.5
2/1/2019,3,4,5,"SB,BW",Schizachyrium scoparium,Heatwave-5-4B,Heatwave,4B,A,150,5,235,2,52,9400,25.3,18.5
2/1/2019,3,4,5,"SB,BW",Schizachyrium scoparium,Heatwave-5-5A,Heatwave,5A,A,124,17,181,2,52,9400,25.3,18.5
2/1/2019,3,4,5,"SB,BW",Schizachyrium scoparium,Heatwave-5-5B,Heatwave,5B,A,161,14,235,2,52,9400,25.3,18.5
2/1/2019,3,5,3,ML,Schizachyrium scoparium,Control-3-4A,Control,4A,A,135,6,187,2,45,2220,22.6,18.4
2/1/2019,3,5,3,ML,Schizachyrium scoparium,Control-3-4B,Control,4B,A,125,6,197,2,45,2220,22.6,18.4
2/1/2019,3,5,3,ML,Schizachyrium scoparium,Control-3-5A,Control,5A,A,127,8,190,2,45,2220,22.6,18.4
2/1/2019,3,5,3,ML,Schizachyrium scoparium,Control-3-5B,Control,5B,A,97,5,221,2,45,2220,22.6,18.4
2/1/2019,3,5,3,ML,Schizachyrium scoparium,Heatwave-3-4A,Heatwave,4A,A,101,6,230,2,45,2470,22.6,15.9
2/1/2019,3,5,3,ML,Schizachyrium scoparium,Heatwave-3-4B,Heatwave,4B,A,240,8,197,2,45,2470,22.6,15.9
2/1/2019,3,5,3,ML,Schizachyrium scoparium,Heatwave-3-5A,Heatwave,5A,A,111,5,189,2,45,2470,22.6,15.9
2/1/2019,3,5,3,ML,Schizachyrium scoparium,Heatwave-3-5B,Heatwave,5B,A,169,5,181,2,45,2470,22.6,15.9
2/1/2019,3,5,5,"N,M,L",Schizachyrium scoparium,Control-5-4A,Control,4A,A,165,6,190,3,34,9060,30.1,24.5
2/1/2019,3,5,5,"N,M,L",Schizachyrium scoparium,Control-5-4B,Control,4B,A,190,6,252,2,34,9060,30.1,24.5
2/1/2019,3,5,5,"N,M,L",Schizachyrium scoparium,Control-5-5A,Control,5A,A,143,8,235,2,34,9060,30.1,24.5
2/1/2019,3,5,5,"N,M,L",Schizachyrium scoparium,Control-5-5B,Control,5B,A,112,7,215,2,34,9060,30.1,24.5
2/1/2019,3,5,5,"N,M,L",Schizachyrium scoparium,Heatwave-5-4A,Heatwave,4A,A,150,5,235,2,34,9060,30.1,18.5
2/1/2019,3,5,5,"N,M,L",Schizachyrium scoparium,Heatwave-5-4B,Heatwave,4B,A,161,14,235,2,34,9060,30.1,18.5
2/1/2019,3,5,5,"N,M,L",Schizachyrium scoparium,Heatwave-5-5A,Heatwave,5A,A,124,17,181,2,34,9060,30.1,18.5
2/1/2019,3,5,5,"N,M,L",Schizachyrium scoparium,Heatwave-5-5B,Heatwave,5B,A,225,5,260,2,34,9060,30.1,18.5
2/1/2019,3,8,1,ND,Sorghastrum nutans,Control-1-7A,Control,7A,A,144,12,146,2,45,,24.9,29.4
2/1/2019,3,8,1,ND,Sorghastrum nutans,Control-1-7B,Control,7B,A,110,8,147,2,45,,24.9,29.4
2/1/2019,3,8,1,ND,Sorghastrum nutans,Control-1-8A,Control,8A,A,104,23,145,2,45,,24.9,29.4
2/1/2019,3,8,1,ND,Sorghastrum nutans,Control-1-8B,Control,8B,A,135,7,135,2,45,,24.9,29.4
2/1/2019,3,8,1,ND,Sorghastrum nutans,Heatwave-1-7A,Heatwave,7A,A,117,13,111,2,45,,24.9,18.5
2/1/2019,3,8,1,ND,Sorghastrum nutans,Heatwave-1-7B,Heatwave,7B,A,129,9,145,2,45,,24.9,18.5
2/1/2019,3,8,1,ND,Sorghastrum nutans,Heatwave-1-8A,Heatwave,8A,A,85,7,174,2,45,,24.9,18.5
2/1/2019,3,8,1,ND,Sorghastrum nutans,Heatwave-1-8B,Heatwave,8B,A,132,4,155,2,45,,24.9,18.5
2/3/2019,4,8,1,ND,Sorghastrum nutans,Control-1-7A,Control,7A,D,174,7,85,2,,,,
2/3/2019,4,8,1,ND,Sorghastrum nutans,Control-1-7B,Control,7B,A,155,4,132,2,,,,
2/3/2019,4,8,1,ND,Sorghastrum nutans,Control-1-8A,Control,8A,D,117,13,111,2,,,,
2/3/2019,4,8,1,ND,Sorghastrum nutans,Control-1-8B,Control,8B,A,145,9,129,2,,,,
2/3/2019,4,8,1,ND,Sorghastrum nutans,Heatwave-1-7A,Heatwave,7A,A,,,,1,,,,
2/3/2019,4,8,1,ND,Sorghastrum nutans,Heatwave-1-7B,Heatwave,7B,A,166,5,166,2,,,,
2/3/2019,4,8,1,ND,Sorghastrum nutans,Heatwave-1-8A,Heatwave,8A,A,,,,1,,,,
2/3/2019,4,8,1,ND,Sorghastrum nutans,Heatwave-1-8B,Heatwave,8B,A,227,4,227,2,,,,
2/4/2019,4,3,3,"CB,JC",Andropogon gerardii,Control-3-3A,Control,3A,A,235,4,230,2,37,9620,28.5,12.1
2/4/2019,4,3,3,"CB,JC",Andropogon gerardii,Control-3-3B,Control,3B,A,200,2,200,2,37,9620,28.5,12.1
2/4/2019,4,3,3,"CB,JC",Andropogon gerardii,Control-3-6A,Control,6A,A,235,10,225,3,37,9620,28.5,12.1
2/4/2019,4,3,3,"CB,JC",Andropogon gerardii,Control-3-6B,Control,6B,A,280,7,280,2,37,9620,28.5,12.1
2/4/2019,4,3,3,"CB,JC",Andropogon gerardii,Heatwave-3-3A,Heatwave,3A,A,270,4,420,2,37,7900,28.5,8.5
2/4/2019,4,3,3,"CB,JC",Andropogon gerardii,Heatwave-3-3B,Heatwave,3B,A,300,5,305,2,37,7900,28.5,8.5
2/4/2019,4,3,3,"CB,JC",Andropogon gerardii,Heatwave-3-6A,Heatwave,6A,A,185,2,240,3,37,7900,28.5,8.5
2/4/2019,4,3,3,"CB,JC",Andropogon gerardii,Heatwave-3-6B,Heatwave,6B,A,130,4,140,3,37,7900,28.5,8.5
2/4/2019,4,3,4,"J,D,P",Andropogon gerardii,Control-4-3A,Control,3A,A,275,6,230,2,,9850,28.2,17.8
2/4/2019,4,3,4,"J,D,P",Andropogon gerardii,Control-4-3B,Control,3B,A,285,6,220,2,,9850,28.2,17.8
2/4/2019,4,3,4,"J,D,P",Andropogon gerardii,Control-4-6A,Control,6A,A,272,8,240,2,,9850,28.2,17.8
2/4/2019,4,3,4,"J,D,P",Andropogon gerardii,Control-4-6B,Control,6B,A,285,7,256,3,,9850,28.2,17.8
2/4/2019,4,3,4,"J,D,P",Andropogon gerardii,Heatwave-4-3A,Heatwave,3A,A,235,3,210,2,,9850,28.2,13.7
2/4/2019,4,3,4,"J,D,P",Andropogon gerardii,Heatwave-4-3B,Heatwave,3B,A,250,5,250,2,,9850,28.2,13.7
2/4/2019,4,3,4,"J,D,P",Andropogon gerardii,Heatwave-4-6A,Heatwave,6A,A,232,7,160,3,,9850,28.2,13.7
2/4/2019,4,3,4,"J,D,P",Andropogon gerardii,Heatwave-4-6B,Heatwave,6B,A,235,8,235,2,,9850,28.2,13.7
2/4/2019,4,4,1,"B,C,C",Schizachyrium scoparium,Control-1-4A,Control,4A,A,176,6,153,2,49,5300,29.3,7.9
2/4/2019,4,4,1,"B,C,C",Schizachyrium scoparium,Control-1-4B,Control,4B,A,150,10,120,2,49,5300,29.3,7.9
2/4/2019,4,4,1,"B,C,C",Schizachyrium scoparium,Control-1-5A,Control,5A,A,193,10,205,2,49,5300,29.3,7.9
2/4/2019,4,4,1,"B,C,C",Schizachyrium scoparium,Control-1-5B,Control,5B,A,120,9,225,2,49,5300,29.3,7.9
2/4/2019,4,4,1,"B,C,C",Schizachyrium scoparium,Heatwave-1-4A,Heatwave,4A,A,130,11,123,2,49,5300,29.3,3.7
2/4/2019,4,4,1,"B,C,C",Schizachyrium scoparium,Heatwave-1-4B,Heatwave,4B,A,185,8,180,2,49,5300,29.3,3.7
2/4/2019,4,4,1,"B,C,C",Schizachyrium scoparium,Heatwave-1-5A,Heatwave,5A,A,90,11,96,2,49,5300,29.3,3.7
2/4/2019,4,4,1,"B,C,C",Schizachyrium scoparium,Heatwave-1-5B,Heatwave,5B,A,105,5,90,2,49,5300,29.3,3.7
2/4/2019,4,4,4,"B,S,C,S",Schizachyrium scoparium,Control-4-4A,Control,4A,A,140,4,84,2,42,9920,26.8,17.4
2/4/2019,4,4,4,"B,S,C,S",Schizachyrium scoparium,Control-4-4B,Control,4B,A,130,7,127,2,42,9920,26.8,17.4
2/4/2019,4,4,4,"B,S,C,S",Schizachyrium scoparium,Control-4-5A,Control,5A,A,92,4,86,1,42,9920,26.8,17.4
2/4/2019,4,4,4,"B,S,C,S",Schizachyrium scoparium,Control-4-5B,Control,5B,A,96,12,92,2,42,9920,26.8,17.4
2/4/2019,4,4,4,"B,S,C,S",Schizachyrium scoparium,Heatwave-4-4A,Heatwave,4A,A,102,11,91,2,42,9610,26.8,17.6
2/4/2019,4,4,4,"B,S,C,S",Schizachyrium scoparium,Heatwave-4-4B,Heatwave,4B,A,94,8,86,1,42,9610,26.8,17.6
2/4/2019,4,4,4,"B,S,C,S",Schizachyrium scoparium,Heatwave-4-5A,Heatwave,5A,A,107,4,105,2,42,9610,26.8,17.6
2/4/2019,4,4,4,"B,S,C,S",Schizachyrium scoparium,Heatwave-4-5B,Heatwave,5B,A,113,8,106,3,42,9610,26.8,17.6
2/4/2019,4,8,6,"NL,JP",Sorghastrum nutans,Control-6-7A,Control,7A,A,153,4,140,1,34,8080,29,9.7
2/4/2019,4,8,6,"NL,JP",Sorghastrum nutans,Control-6-7B,Control,7B,A,108,6,100,2,34,8080,29,9.7
2/4/2019,4,8,6,"NL,JP",Sorghastrum nutans,Control-6-8A,Control,8A,A,138,2,136,2,34,8080,29,9.7
2/4/2019,4,8,6,"NL,JP",Sorghastrum nutans,Control-6-8B,Control,8B,A,138,7,137,1,34,8080,29,9.7
2/4/2019,4,8,6,"NL,JP",Sorghastrum nutans,Heatwave-6-7A,Heatwave,7A,A,106,6,95,1,34,8080,29,17.5
2/4/2019,4,8,6,"NL,JP",Sorghastrum nutans,Heatwave-6-7B,Heatwave,7B,A,139,8,135,1,34,8080,29,17.5
2/4/2019,4,8,6,"NL,JP",Sorghastrum nutans,Heatwave-6-8A,Heatwave,8A,A,146,6,142,1,34,8080,29,17.5
2/4/2019,4,8,6,"NL,JP",Sorghastrum nutans,Heatwave-6-8B,Heatwave,8B,A,143,5,110,1,34,8080,29,17.5
2/5/2019,4,1,6,AO,Aristida stricta,Control-6-1A,Control,1A,A,300,10,285,2,54,6450,27.4,16.6
2/5/2019,4,1,6,AO,Aristida stricta,Control-6-1B,Control,1B,A,275,26,275,2,54,6450,27.4,16.6
2/5/2019,4,1,6,AO,Aristida stricta,Control-6-2A,Control,2A,A,310,7,260,2,54,6450,27.4,16.6
2/5/2019,4,1,6,AO,Aristida stricta,Control-6-2B,Control,2B,A,340,32,340,2,54,6450,27.4,16.6
2/5/2019,4,1,6,AO,Aristida stricta,Heatwave-6-1A,Heatwave,1A,A,230,16,230,2,54,6500,27.4,9.7
2/5/2019,4,1,6,AO,Aristida stricta,Heatwave-6-1B,Heatwave,1B,A,310,4,305,2,54,6500,27.4,9.7
2/5/2019,4,1,6,AO,Aristida stricta,Heatwave-6-2A,Heatwave,2A,A,230,23,240,1,54,6500,27.4,9.7
2/5/2019,4,1,6,AO,Aristida stricta,Heatwave-6-2B,Heatwave,2B,A,350,17,300,2,54,6500,27.4,9.7
2/5/2019,4,2,2,"NS,MJ",Aristida stricta ,Control-2-1A,Control,1A,A,323,19,259,2,62,550,26.4,13.3
2/5/2019,4,2,2,"NS,MJ",Aristida stricta ,Control-2-1B,Control,1B,A,277,34,263,2,62,550,26.4,13.3
2/5/2019,4,2,2,"NS,MJ",Aristida stricta ,Control-2-2A,Control,2A,A,271,14,231,2,62,550,26.4,13.3
2/5/2019,4,2,2,"NS,MJ",Aristida stricta ,Control-2-2B,Control,2B,A,325,23,269,2,62,550,26.4,13.3
2/5/2019,4,2,2,"NS,MJ",Aristida stricta ,Heatwave-2-1A,Heatwave,1A,A,340,43,334,2,62,550,26.4,14.9
2/5/2019,4,2,2,"NS,MJ",Aristida stricta ,Heatwave-2-1B,Heatwave,1B,A,278,44,264,2,62,550,26.4,14.9
2/5/2019,4,2,2,"NS,MJ",Aristida stricta ,Heatwave-2-2A,Heatwave,2A,A,263,17,233,2,62,550,26.4,14.9
2/5/2019,4,2,2,"NS,MJ",Aristida stricta ,Heatwave-2-2B,Heatwave,2B,A,254,19,257,2,62,550,26.4,14.9
2/5/2019,4,5,6,"AS,CW",Schizachyrium scoparium,Control-6-4A,Control,4A,A,120,9,205,2,51,450,26.1,9.1
2/5/2019,4,5,6,"AS,CW",Schizachyrium scoparium,Control-6-4B,Control,4B,A,60,3,180,1,51,450,26.1,9.1
2/5/2019,4,5,6,"AS,CW",Schizachyrium scoparium,Control-6-5A,Control,5A,A,85,3,245,2,51,450,26.1,9.1
