Date,Week,Section,Secs,Group,Student_Initials,Plant_Species,PlantID,Treatment ,Replicate,Survival,Max_Leaf_Length,Stem_Number,Max_Height,Plant_Stress,Humidity,Light,Air_Temp,Soil_Moisture
1/29/2020,3,8,7_8,2,"NM,JS",Aristida stricta,Heatwave-2-7B,Heatwave,7B,A,143,33,129,2,22,2280,53,35.8
1/29/2020,3,8,7_8,2,"NM,JS",Aristida stricta,Heatwave-2-8A,Heatwave,8A,A,95,26,90,2,22,2280,53,35.8
1/29/2020,3,8,7_8,2,"NM,JS",Aristida stricta,Heatwave-2-8B,Heatwave,8B,A,172,20,162,2,22,2280,53,35.8
1/30/2020,3,1,1_2,2,"S,J",Aristida stricta,Control-2-1A,Control,1A,A,175,19,172,2,82,5200,17,28.7
1/30/2020,3,1,1_2,2,"S,J",Aristida stricta,Control-2-1B,Control,1B,A,145,20,140,2,82,5200,17,28.7
1/30/2020,3,1,1_2,2,"S,J",Aristida stricta,Control-2-2A,Control,2A,A,123,30,125,2,82,5200,17,28.7
1/30/2020,3,1,1_2,2,"S,J",Aristida stricta,Control-2-2B,Control,2B,A,225,37,224,1,82,5200,17,28.7
1/30/2020,3,1,1_2,2,"S,J",Aristida stricta,Heatwave-2-1A,Heatwave,1A,A,201,14,186,2,82,4600,17,35.9
1/30/2020,3,1,1_2,2,"S,J",Aristida stricta,Heatwave-2-1B,Heatwave,1B,A,153,20,148,2,82,4600,17,35.9
1/30/2020,3,1,1_2,2,"S,J",Aristida stricta,Heatwave-2-2A,Heatwave,2A,A,171,28,142,1,82,4600,17,35.9
1/30/2020,3,1,1_2,2,"S,J",Aristida stricta,Heatwave-2-2B,Heatwave,2B,A,180,16,165,2,82,4600,17,35.9
1/30/2020,3,2,1_2,3,"HS,JK",Aristida stricta,Control-3-1A,Control,1A,A,126,9,119,2,75,3260,19,22.7
1/30/2020,3,2,1_2,3,"HS,JK",Aristida stricta,Control-3-1B,Control,1B,A,145,25,114,2,75,3260,19,22.7
1/30/2020,3,2,1_2,3,"HS,JK",Aristida stricta,Control-3-2A,Control,2A,A,183,10,158,2,75,3260,19,22.7
1/30/2020,3,2,1_2,3,"HS,JK",Aristida stricta,Control-3-2B,Control,2B,A,213,22,203,2,75,3260,19,22.7
1/30/2020,3,2,1_2,3,"HS,JK",Aristida stricta,Heatwave-3-1A,Heatwave,1A,A,132,35,122,2,75,3120,19,23.8
1/30/2020,3,2,1_2,3,"HS,JK",Aristida stricta,Heatwave-3-1B,Heatwave,1B,A,115,20,120,2,75,3120,19,23.8
1/30/2020,3,2,1_2,3,"HS,JK",Aristida stricta,Heatwave-3-2A,Heatwave,2A,A,173,23,175,2,75,3120,19,23.8
1/30/2020,3,2,1_2,3,"HS,JK",Aristida stricta,Heatwave-3-2B,Heatwave,2B,A,142,19,140,2,75,3120,19,23.8
1/30/2020,3,3,3_4,2,SP,Aristida stricta,Control-2-3A,Control,3A,A,199,39,198,1,72,4090,19,29.3
1/30/2020,3,3,3_4,2,SP,Aristida stricta,Control-2-3B,Control,3B,A,70,5,60,2,72,4090,19,29.3
1/30/2020,3,3,3_4,2,SP,Aristida stricta,Control-2-4A,Control,4A,A,167,25,150,2,72,4090,19,29.3
1/30/2020,3,3,3_4,2,SP,Aristida stricta,Control-2-4B,Control,4B,A,200,28,184,2,72,4090,19,29.3
1/30/2020,3,3,3_4,2,SP,Aristida stricta,Heatwave-2-3A,Heatwave,3A,A,182,38,162,2,72,4190,19,26.3
1/30/2020,3,3,3_4,2,SP,Aristida stricta,Heatwave-2-3B,Heatwave,3B,A,184,17,175,2,72,4190,19,26.3
1/30/2020,3,3,3_4,2,SP,Aristida stricta,Heatwave-2-4A,Heatwave,4A,A,225,22,220,2,72,4190,19,26.3
1/30/2020,3,3,3_4,2,SP,Aristida stricta,Heatwave-2-4B,Heatwave,4B,A,233,28,213,2,72,4190,19,26.3
1/30/2020,3,4,3_4,5,"HH,WM",Aristida stricta,Control-5-3A,Control,3A,A,202,35,180,2,43,6730,24,32.6
1/30/2020,3,4,3_4,5,"HH,WM",Aristida stricta,Control-5-3B,Control,3B,A,91,35,61,2,43,6730,24,32.6
1/30/2020,3,4,3_4,5,"HH,WM",Aristida stricta,Control-5-4A,Control,4A,A,140,11,134,3,43,6730,24,32.6
1/30/2020,3,4,3_4,5,"HH,WM",Aristida stricta,Control-5-4B,Control,4B,A,141,26,131,2,43,6730,24,32.6
1/30/2020,3,4,3_4,5,"HH,WM",Aristida stricta,Heatwave-5-3A,Heatwave,3A,A,92,28,89,3,43,6590,24,29.9
1/30/2020,3,4,3_4,5,"HH,WM",Aristida stricta,Heatwave-5-3B,Heatwave,3B,A,159,58,142,2,43,6590,24,29.9
1/30/2020,3,4,3_4,5,"HH,WM",Aristida stricta,Heatwave-5-4A,Heatwave,4A,A,163,26,158,2,43,6590,24,29.9
1/30/2020,3,4,3_4,5,"HH,WM",Aristida stricta,Heatwave-5-4B,Heatwave,4B,A,185,38,183,1,43,6590,24,29.9
1/31/2020,3,1,1_2,1,"RB,MC",Aristida stricta,Control-1-1A,Control,1A,A,200,47,165,1,69,2650,20,24.6
1/31/2020,3,1,1_2,1,"RB,MC",Aristida stricta,Control-1-1B,Control,1B,A,145,28,128,1,69,2650,20,24.6
1/31/2020,3,1,1_2,1,"RB,MC",Aristida stricta,Control-1-2A,Control,2A,A,214,34,210,1,69,2650,20,24.6
1/31/2020,3,1,1_2,1,"RB,MC",Aristida stricta,Control-1-2B,Control,2B,A,156,36,151,1,69,2650,20,24.6
1/31/2020,3,1,1_2,1,"RB,MC",Aristida stricta,Heatwave-1-1A,Heatwave,1A,A,185,22,180,1,69,2670,20,32.7
1/31/2020,3,1,1_2,1,"RB,MC",Aristida stricta,Heatwave-1-1B,Heatwave,1B,A,190,15,175,1,69,2670,20,32.7
1/31/2020,3,1,1_2,1,"RB,MC",Aristida stricta,Heatwave-1-2A,Heatwave,2A,A,180,19,135,1,69,2670,20,32.7
1/31/2020,3,1,1_2,1,"RB,MC",Aristida stricta,Heatwave-1-2B,Heatwave,2B,A,211,16,180,1,69,2670,20,32.7
1/31/2020,3,2,1_2,2,"TS,AB",Aristida stricta,Control-2-1A,Control,1A,A,202,28,200,1,46,2760,25,14.1
1/31/2020,3,2,1_2,2,"TS,AB",Aristida stricta,Control-2-1B,Control,1B,A,151,28,149,1,46,2760,25,14.1
1/31/2020,3,2,1_2,2,"TS,AB",Aristida stricta,Control-2-2A,Control,2A,A,153,16,150,2,46,2760,25,14.1
1/31/2020,3,2,1_2,2,"TS,AB",Aristida stricta,Control-2-2B,Control,2B,A,130,21,132,1,46,2760,25,14.1
1/31/2020,3,2,1_2,2,"TS,AB",Aristida stricta,Heatwave-2-1A,Heatwave,1A,A,137,23,130,2,46,2660,25,11.6
1/31/2020,3,2,1_2,2,"TS,AB",Aristida stricta,Heatwave-2-1B,Heatwave,1B,A,149,210,145,2,46,2660,25,11.6
1/31/2020,3,2,1_2,2,"TS,AB",Aristida stricta,Heatwave-2-2A,Heatwave,2A,A,141,26,134,1,46,2660,25,11.6
1/31/2020,3,2,1_2,2,"TS,AB",Aristida stricta,Heatwave-2-2B,Heatwave,2B,A,120,20,113,1,46,2660,25,11.6
1/31/2020,3,2,1_2,4,"SP,JJ",Aristida stricta,Control-4-1A,Control,1A,A,182,24,185,1,69,3300,21,27.7
1/31/2020,3,2,1_2,4,"SP,JJ",Aristida stricta,Control-4-1B,Control,1B,A,255,27,240,1,69,3300,21,27.7
1/31/2020,3,2,1_2,4,"SP,JJ",Aristida stricta,Control-4-2A,Control,2A,A,146,34,138,2,69,3300,21,27.7
1/31/2020,3,2,1_2,4,"SP,JJ",Aristida stricta,Control-4-2B,Control,2B,A,185,17,184,2,69,3300,21,27.7
1/31/2020,3,2,1_2,4,"SP,JJ",Aristida stricta,Heatwave-4-1A,Heatwave,1A,A,161,21,140,2,69,3200,21,19.1
1/31/2020,3,2,1_2,4,"SP,JJ",Aristida stricta,Heatwave-4-1B,Heatwave,1B,A,215,28,207,1,69,3200,21,19.1
1/31/2020,3,2,1_2,4,"SP,JJ",Aristida stricta,Heatwave-4-2A,Heatwave,2A,A,126,24,116,2,69,3200,21,19.1
1/31/2020,3,2,1_2,4,"SP,JJ",Aristida stricta,Heatwave-4-2B,Heatwave,2B,A,203,24,176,1,69,3200,21,19.1
1/31/2020,3,3,3_4,1,"MB,FY",Aristida stricta,Control-1-3A,Control,3A,A,206,23,171,2,78,1648,18,19.5
1/31/2020,3,3,3_4,1,"MB,FY",Aristida stricta,Control-1-3B,Control,3B,A,156,23,155,2,78,1648,18,19.5
1/31/2020,3,3,3_4,1,"MB,FY",Aristida stricta,Control-1-4A,Control,4A,A,164,49,151,2,78,1648,18,19.5
1/31/2020,3,3,3_4,1,"MB,FY",Aristida stricta,Control-1-4B,Control,4B,A,181,18,172,2,78,1648,18,19.5
1/31/2020,3,3,3_4,1,"MB,FY",Aristida stricta,Heatwave-1-3A,Heatwave,3A,A,144,29,130,2,78,1648,18,14.9
1/31/2020,3,3,3_4,1,"MB,FY",Aristida stricta,Heatwave-1-3B,Heatwave,3B,A,169,25,162,2,78,1648,18,14.9
1/31/2020,3,3,3_4,1,"MB,FY",Aristida stricta,Heatwave-1-4A,Heatwave,4A,A,160,24,163,2,78,1648,18,14.9
1/31/2020,3,3,3_4,1,"MB,FY",Aristida stricta,Heatwave-1-4B,Heatwave,4B,A,141,20,139,2,78,1648,18,14.9
1/31/2020,3,3,3_4,3,"KS,CN",Aristida stricta,Control-3-3A,Control,3A,A,174,12,140,2,45,3200,26,6.5
1/31/2020,3,3,3_4,3,"KS,CN",Aristida stricta,Control-3-3B,Control,3B,A,165,22,160,2,45,3200,26,6.5
1/31/2020,3,3,3_4,3,"KS,CN",Aristida stricta,Control-3-4A,Control,4A,A,80,17,77,2,45,3200,26,6.5
1/31/2020,3,3,3_4,3,"KS,CN",Aristida stricta,Control-3-4B,Control,4B,A,134,26,130,2,45,3200,26,6.5
1/31/2020,3,3,3_4,3,"KS,CN",Aristida stricta,Heatwave-3-3A,Heatwave,3A,A,130,16,110,2,45,3040,26,9.9
1/31/2020,3,3,3_4,3,"KS,CN",Aristida stricta,Heatwave-3-3B,Heatwave,3B,A,180,14,175,2,45,3040,26,9.9
1/31/2020,3,3,3_4,3,"KS,CN",Aristida stricta,Heatwave-3-4A,Heatwave,4A,A,160,45,150,1,45,3040,26,9.9
1/31/2020,3,3,3_4,3,"KS,CN",Aristida stricta,Heatwave-3-4B,Heatwave,4B,A,135,14,130,1,45,3040,26,9.9
1/31/2020,3,4,3_4,1,"LI,JB",Aristida stricta,Control-1-3A,Control,3A,A,210,16,155,2,87,8000,17,28.1
1/31/2020,3,4,3_4,1,"LI,JB",Aristida stricta,Control-1-3B,Control,3B,A,150,15,145,2,87,8000,17,28.1
1/31/2020,3,4,3_4,1,"LI,JB",Aristida stricta,Control-1-4A,Control,4A,A,168,26,168,2,87,8000,17,28.1
1/31/2020,3,4,3_4,1,"LI,JB",Aristida stricta,Control-1-4B,Control,4B,A,176,13,170,2,87,8000,17,28.1
1/31/2020,3,4,3_4,1,"LI,JB",Aristida stricta,Heatwave-1-3A,Heatwave,3A,A,145,25,142,2,87,8650,17,30.5
1/31/2020,3,4,3_4,1,"LI,JB",Aristida stricta,Heatwave-1-3B,Heatwave,3B,A,165,17,165,2,87,8650,17,30.5
1/31/2020,3,4,3_4,1,"LI,JB",Aristida stricta,Heatwave-1-4A,Heatwave,4A,A,154,24,167,2,87,8650,17,30.5
1/31/2020,3,4,3_4,1,"LI,JB",Aristida stricta,Heatwave-1-4B,Heatwave,4B,A,145,14,121,2,87,8650,17,30.5
1/31/2020,3,4,3_4,2,CJ,Aristida stricta,Control-2-3A,Control,3A,A,210,43,204,2,78,1255,18,26.5
1/31/2020,3,4,3_4,2,CJ,Aristida stricta,Control-2-3B,Control,3B,A,84,4,71,1,78,1255,18,26.5
1/31/2020,3,4,3_4,2,CJ,Aristida stricta,Control-2-4A,Control,4A,A,176,22,158,2,78,1255,18,26.5
1/31/2020,3,4,3_4,2,CJ,Aristida stricta,Control-2-4B,Control,4B,A,207,28,210,2,78,1255,18,26.5
1/31/2020,3,4,3_4,2,CJ,Aristida stricta,Heatwave-2-3A,Heatwave,3A,A,180,30,162,2,78,1270,18,19.6
1/31/2020,3,4,3_4,2,CJ,Aristida stricta,Heatwave-2-3B,Heatwave,3B,A,192,21,290,2,78,1270,18,19.6
1/31/2020,3,4,3_4,2,CJ,Aristida stricta,Heatwave-2-4A,Heatwave,4A,A,235,18,240,2,78,1270,18,19.6
1/31/2020,3,4,3_4,2,CJ,Aristida stricta,Heatwave-2-4B,Heatwave,4B,A,240,27,215,2,78,1270,18,19.6
1/31/2020,3,4,3_4,3,"BS,LB",Aristida stricta,Control-3-3A,Control,3A,A,176,15,140,2,43,2990,27,6.6
1/31/2020,3,4,3_4,3,"BS,LB",Aristida stricta,Control-3-3B,Control,3B,A,200,23,143,2,43,2990,27,6.6
1/31/2020,3,4,3_4,3,"BS,LB",Aristida stricta,Control-3-4A,Control,4A,A,80,12,80,2,43,2990,27,6.6
1/31/2020,3,4,3_4,3,"BS,LB",Aristida stricta,Control-3-4B,Control,4B,A,131,18,130,1,43,2990,27,6.6
1/31/2020,3,4,3_4,3,"BS,LB",Aristida stricta,Heatwave-3-3A,Heatwave,3A,A,132,17,121,2,45,2550,27,7.7
1/31/2020,3,4,3_4,3,"BS,LB",Aristida stricta,Heatwave-3-3B,Heatwave,3B,A,201,21,165,2,45,2550,27,7.7
1/31/2020,3,4,3_4,3,"BS,LB",Aristida stricta,Heatwave-3-4A,Heatwave,4A,A,160,26,160,1,45,2550,27,7.7
1/31/2020,3,4,3_4,3,"BS,LB",Aristida stricta,Heatwave-3-4B,Heatwave,4B,A,149,14,132,2,45,2550,27,7.7
1/31/2020,3,4,3_4,4,"ZL,TL",Aristida stricta,Control-4-3A,Control,3A,A,160,16,161,2,46,3300,26,8.1
1/31/2020,3,4,3_4,4,"ZL,TL",Aristida stricta,Control-4-3B,Control,3B,A,126,21,126,1,46,3300,26,8.1
1/31/2020,3,4,3_4,4,"ZL,TL",Aristida stricta,Control-4-4A,Control,4A,A,115,12,100,2,46,3300,26,8.1
1/31/2020,3,4,3_4,4,"ZL,TL",Aristida stricta,Control-4-4B,Control,4B,A,142,28,138,1,46,3300,26,8.1
1/31/2020,3,4,3_4,4,"ZL,TL",Aristida stricta,Heatwave-4-3A,Heatwave,3A,A,155,11,111,2,46,3280,26,7.6
1/31/2020,3,4,3_4,4,"ZL,TL",Aristida stricta,Heatwave-4-3B,Heatwave,3B,A,123,27,118,2,46,3280,26,7.6
1/31/2020,3,4,3_4,4,"ZL,TL",Aristida stricta,Heatwave-4-4A,Heatwave,4A,A,156,21,155,1,46,3280,26,7.6
1/31/2020,3,4,3_4,4,"ZL,TL",Aristida stricta,Heatwave-4-4B,Heatwave,4B,A,140,17,129,2,46,3280,26,7.6
1/31/2020,3,3,3_4,6,"DE,ZB",Aristida stricta,Control-6-3A,Control,3A,A,189,52,180,3,50,1780,24,25.9
1/31/2020,3,3,3_4,6,"DE,ZB",Aristida stricta,Control-6-3B,Control,3B,A,119,26,200,1,50,1780,24,25.9
1/31/2020,3,3,3_4,6,"DE,ZB",Aristida stricta,Control-6-4A,Control,4A,A,185,15,187,1,50,1780,24,25.9
1/31/2020,3,3,3_4,6,"DE,ZB",Aristida stricta,Control-6-4B,Control,4B,A,125,24,122,2,50,1780,24,25.9
1/31/2020,3,3,3_4,6,"DE,ZB",Aristida stricta,Heatwave-6-3A,Heatwave,3A,A,163,51,153,1,50,1750,24,10.6
1/31/2020,3,3,3_4,6,"DE,ZB",Aristida stricta,Heatwave-6-3B,Heatwave,3B,A,174,28,142,2,50,1750,24,10.6
1/31/2020,3,3,3_4,6,"DE,ZB",Aristida stricta,Heatwave-6-4A,Heatwave,4A,A,135,34,145,1,50,1750,24,10.6
1/31/2020,3,3,3_4,6,"DE,ZB",Aristida stricta,Heatwave-6-4B,Heatwave,4B,A,161,16,159,3,50,1750,24,10.6
1/31/2020,3,6,5_6,2,"J,S",Aristida stricta,Control-2-5A,Control,5A,A,201,25,189,1,45,3000,26,13.5
1/31/2020,3,6,5_6,2,"J,S",Aristida stricta,Control-2-5B,Control,5B,A,152,33,151,1,45,3000,26,13.5
1/31/2020,3,6,5_6,2,"J,S",Aristida stricta,Control-2-6A,Control,6A,A,153,17,142,1,45,3000,26,13.5
1/31/2020,3,6,5_6,2,"J,S",Aristida stricta,Control-2-6B,Control,6B,A,132,30,130,1,45,3000,26,13.5
1/31/2020,3,6,5_6,2,"J,S",Aristida stricta,Heatwave-2-5A,Heatwave,5A,A,143,22,129,1,45,2220,26,6.7
1/31/2020,3,6,5_6,2,"J,S",Aristida stricta,Heatwave-2-5B,Heatwave,5B,A,146,20,143,1,45,2220,26,6.7
1/31/2020,3,6,5_6,2,"J,S",Aristida stricta,Heatwave-2-6A,Heatwave,6A,A,135,24,130,1,45,2220,26,6.7
1/31/2020,3,6,5_6,2,"J,S",Aristida stricta,Heatwave-2-6B,Heatwave,6B,A,125,22,120,1,45,2220,26,6.7
1/31/2020,3,6,5_6,3,"WP,LB",Aristida stricta,Control-3-5A,Control,5A,A,158,12,125,1,61,1450,22,7.3
1/31/2020,3,6,5_6,3,"WP,LB",Aristida stricta,Control-3-5B,Control,5B,A,146,27,137,1,61,1450,22,7.3
1/31/2020,3,6,5_6,3,"WP,LB",Aristida stricta,Control-3-6A,Control,6A,A,151,15,141,1,61,1450,22,7.3
1/31/2020,3,6,5_6,3,"WP,LB",Aristida stricta,Control-3-6B,Control,6B,A,223,26,225,1,61,1450,22,7.3
1/31/2020,3,6,5_6,3,"WP,LB",Aristida stricta,Heatwave-3-5A,Heatwave,5A,A,191,14,180,1,61,1330,22,11.8
1/31/2020,3,6,5_6,3,"WP,LB",Aristida stricta,Heatwave-3-5B,Heatwave,5B,A,151,23,125,1,61,1330,22,11.8
1/31/2020,3,6,5_6,3,"WP,LB",Aristida stricta,Heatwave-3-6A,Heatwave,6A,A,124,15,117,1,61,1330,22,11.8
1/31/2020,3,6,5_6,3,"WP,LB",Aristida stricta,Heatwave-3-6B,Heatwave,6B,A,205,19,202,1,61,1330,22,11.8
1/31/2020,3,6,5_6,4,"I,J",Aristida stricta,Control-4-5A,Control,5A,A,155,12,152,1,46,2260,25,9.3
1/31/2020,3,6,5_6,4,"I,J",Aristida stricta,Control-4-5B,Control,5B,A,176,22,170,2,46,2260,25,9.3
1/31/2020,3,6,5_6,4,"I,J",Aristida stricta,Control-4-6A,Control,6A,A,158,19,150,1,46,2260,25,9.3
1/31/2020,3,6,5_6,4,"I,J",Aristida stricta,Control-4-6B,Control,6B,A,198,15,197,1,46,2260,25,9.3
1/31/2020,3,6,5_6,4,"I,J",Aristida stricta,Heatwave-4-5A,Heatwave,5A,A,191,32,189,1,46,2120,25,10.3
1/31/2020,3,6,5_6,4,"I,J",Aristida stricta,Heatwave-4-5B,Heatwave,5B,A,158,13,158,2,46,2120,25,10.3
1/31/2020,3,6,5_6,4,"I,J",Aristida stricta,Heatwave-4-6A,Heatwave,6A,A,129,13,125,2,46,2120,25,10.3
1/31/2020,3,6,5_6,4,"I,J",Aristida stricta,Heatwave-4-6B,Heatwave,6B,A,170,23,165,1,46,2120,25,10.3
1/31/2020,3,6,5_6,5,"U,JC",Aristida stricta,Control-5-5A,Control,5A,A,190,32,180,2,66,1600,20,21.3
1/31/2020,3,6,5_6,5,"U,JC",Aristida stricta,Control-5-5B,Control,5B,A,126,34,110,2,66,1600,20,21.3
1/31/2020,3,6,5_6,5,"U,JC",Aristida stricta,Control-5-6A,Control,6A,A,120,23,113,2,66,1600,20,21.3
1/31/2020,3,6,5_6,5,"U,JC",Aristida stricta,Control-5-6B,Control,6B,A,180,33,170,2,66,1600,20,21.3
1/31/2020,3,6,5_6,5,"U,JC",Aristida stricta,Heatwave-5-5A,Heatwave,5A,A,222,19,155,2,66,1520,20,21.4
1/31/2020,3,6,5_6,5,"U,JC",Aristida stricta,Heatwave-5-5B,Heatwave,5B,A,185,25,218,2,66,1520,20,21.4
1/31/2020,3,6,5_6,5,"U,JC",Aristida stricta,Heatwave-5-6A,Heatwave,6A,A,145,25,163,1,66,1520,20,21.4
1/31/2020,3,6,5_6,5,"U,JC",Aristida stricta,Heatwave-5-6B,Heatwave,6B,A,136,21,130,2,66,1520,20,21.4
1/31/2020,3,6,5_6,6,"ED,JB",Aristida stricta,Control-6-5A,Control,5A,A,131,31,125,1,66,1625,20,28.3
1/31/2020,3,6,5_6,6,"ED,JB",Aristida stricta,Control-6-5B,Control,5B,A,118,23,118,1,66,1625,20,28.3
1/31/2020,3,6,5_6,6,"ED,JB",Aristida stricta,Control-6-6A,Control,6A,A,151,18,139,1,66,1625,20,28.3
1/31/2020,3,6,5_6,6,"ED,JB",Aristida stricta,Control-6-6B,Control,6B,A,204,21,121,2,66,1625,20,28.3
1/31/2020,3,6,5_6,6,"ED,JB",Aristida stricta,Heatwave-6-5A,Heatwave,5A,A,116,18,101,2,66,1435,20,26.5
1/31/2020,3,6,5_6,6,"ED,JB",Aristida stricta,Heatwave-6-5B,Heatwave,5B,A,161,25,151,2,66,1435,20,26.5
1/31/2020,3,6,5_6,6,"ED,JB",Aristida stricta,Heatwave-6-6A,Heatwave,6A,A,189,15,187,1,66,1435,20,26.5
1/31/2020,3,6,5_6,6,"ED,JB",Aristida stricta,Heatwave-6-6B,Heatwave,6B,A,109,8,96,2,66,1435,20,26.5
1/31/2020,3,8,7_8,1,"JW,MR",Aristida stricta,Control-1-7A,Control,7A,A,160,46,130,2,73,1110,20,37.2
1/31/2020,3,8,7_8,1,"JW,MR",Aristida stricta,Control-1-7B,Control,7B,A,150,34,135,2,73,1110,20,37.2
1/31/2020,3,8,7_8,1,"JW,MR",Aristida stricta,Control-1-8A,Control,8A,A,136,15,110,2,73,1110,20,37.2
1/31/2020,3,8,7_8,1,"JW,MR",Aristida stricta,Control-1-8B,Control,8B,A,150,17,141,2,73,1110,20,37.2
1/31/2020,3,8,7_8,1,"JW,MR",Aristida stricta,Heatwave-1-7A,Heatwave,7A,A,115,23,107,2,73,1117,20,31.5
1/31/2020,3,8,7_8,1,"JW,MR",Aristida stricta,Heatwave-1-7B,Heatwave,7B,A,145,15,140,2,73,1117,20,31.5
1/31/2020,3,8,7_8,1,"JW,MR",Aristida stricta,Heatwave-1-8A,Heatwave,8A,A,107,16,105,2,73,1117,20,31.5
1/31/2020,3,8,7_8,1,"JW,MR",Aristida stricta,Heatwave-1-8B,Heatwave,8B,A,125,31,95,2,73,1117,20,31.5
1/31/2020,3,8,7_8,3,"KC,TA",Aristida stricta,Control-3-7A,Control,7A,A,119,17,140,2,47,2590,26,19.2
1/31/2020,3,8,7_8,3,"KC,TA",Aristida stricta,Control-3-7B,Control,7B,A,165,20,158,2,47,2590,26,19.2
1/31/2020,3,8,7_8,3,"KC,TA",Aristida stricta,Control-3-8A,Control,8A,A,115,27,120,2,47,2590,26,19.2
1/31/2020,3,8,7_8,3,"KC,TA",Aristida stricta,Control-3-8B,Control,8B,A,230,14,240,2,47,2590,26,19.2
1/31/2020,3,8,7_8,3,"KC,TA",Aristida stricta,Heatwave-3-7A,Heatwave,7A,A,170,16,164,2,47,2610,26,22.8
1/31/2020,3,8,7_8,3,"KC,TA",Aristida stricta,Heatwave-3-7B,Heatwave,7B,A,160,13,170,2,47,2610,26,22.8
1/31/2020,3,8,7_8,3,"KC,TA",Aristida stricta,Heatwave-3-8A,Heatwave,8A,A,123,24,125,2,47,2610,26,22.8
1/31/2020,3,8,7_8,3,"KC,TA",Aristida stricta,Heatwave-3-8B,Heatwave,8B,A,130,32,134,2,47,2610,26,22.8
2/3/2020,4,1,1_2,2,"SE,JS",Aristida stricta,Control-2-1A,Control,1A,A,240,20,190,2,66,2170,19,35.7
2/3/2020,4,1,1_2,2,"SE,JS",Aristida stricta,Control-2-1B,Control,1B,A,165,28,155,2,66,2170,19,35.7
2/3/2020,4,1,1_2,2,"SE,JS",Aristida stricta,Control-2-2A,Control,2A,A,145,17,132,2,66,2170,19,35.7
2/3/2020,4,1,1_2,2,"SE,JS",Aristida stricta,Control-2-2B,Control,2B,A,265,31,220,2,66,2170,19,35.7
2/3/2020,4,1,1_2,2,"SE,JS",Aristida stricta,Heatwave-2-1A,Heatwave,1A,A,180,17,168,2,66,2150,19,33.4
2/3/2020,4,1,1_2,2,"SE,JS",Aristida stricta,Heatwave-2-1B,Heatwave,1B,A,180,21,162,2,66,2150,19,33.4
2/3/2020,4,1,1_2,2,"SE,JS",Aristida stricta,Heatwave-2-2A,Heatwave,2A,A,165,26,149,2,66,2150,19,33.4
2/3/2020,4,1,1_2,2,"SE,JS",Aristida stricta,Heatwave-2-2B,Heatwave,2B,A,200,15,178,2,66,2150,19,33.4
2/3/2020,4,1,1_2,5,MDL,Aristida stricta,Control-5-1A,Control,1A,A,185,10,158,2,66,3040,19,20.2
2/3/2020,4,1,1_2,5,MDL,Aristida stricta,Control-5-1B,Control,1B,A,179,12,175,2,66,3040,19,20.2
2/3/2020,4,1,1_2,5,MDL,Aristida stricta,Control-5-2A,Control,2A,A,190,19,152,2,66,3040,19,20.2
2/3/2020,4,1,1_2,5,MDL,Aristida stricta,Control-5-2B,Control,2B,A,232,15,179,1,66,3040,19,20.2
2/3/2020,4,1,1_2,5,MDL,Aristida stricta,Heatwave-5-1A,Heatwave,1A,A,215,9,208,2,66,3070,19,23.5
2/3/2020,4,1,1_2,5,MDL,Aristida stricta,Heatwave-5-1B,Heatwave,1B,A,134,14,127,2,66,3070,19,23.5
2/3/2020,4,1,1_2,5,MDL,Aristida stricta,Heatwave-5-2A,Heatwave,2A,A,190,8,186,1,66,3070,19,23.5
2/3/2020,4,1,1_2,5,MDL,Aristida stricta,Heatwave-5-2B,Heatwave,2B,A,205,15,189,2,66,3070,19,23.5
2/3/2020,4,5,5_6,3,"NH,JCM",Aristida stricta,Control-3-5A,Control,5A,A,150,21,130,1,67,4440,22,6.6
2/3/2020,4,5,5_6,3,"NH,JCM",Aristida stricta,Control-3-5B,Control,5B,A,160,40,150,2,67,4440,22,6.6
2/3/2020,4,5,5_6,3,"NH,JCM",Aristida stricta,Control-3-6A,Control,6A,A,160,41,160,2,67,4440,22,6.6
2/3/2020,4,5,5_6,3,"NH,JCM",Aristida stricta,Control-3-6B,Control,6B,A,250,35,250,2,67,4440,22,6.6
2/3/2020,4,5,5_6,3,"NH,JCM",Aristida stricta,Heatwave-3-5A,Heatwave,5A,A,205,18,190,2,67,4740,22,7.7
2/3/2020,4,5,5_6,3,"NH,JCM",Aristida stricta,Heatwave-3-5B,Heatwave,5B,A,165,50,150,2,67,4740,22,7.7
2/3/2020,4,5,5_6,3,"NH,JCM",Aristida stricta,Heatwave-3-6A,Heatwave,6A,A,130,23,130,2,67,4740,22,7.7
2/3/2020,4,5,5_6,3,"NH,JCM",Aristida stricta,Heatwave-3-6B,Heatwave,6B,A,255,25,260,2,67,4740,22,7.7
2/4/2020,4,2,1_2,6,"NH,MM",Aristida stricta,Control-6-1A,Control,1A,A,195,25,210,2,72,1397,18,23.4
2/4/2020,4,2,1_2,6,"NH,MM",Aristida stricta,Control-6-1B,Control,1B,A,220,19,213,2,72,1397,18,23.4
2/4/2020,4,2,1_2,6,"NH,MM",Aristida stricta,Control-6-2A,Control,2A,A,260,35,267,2,72,1397,18,23.4
2/4/2020,4,2,1_2,6,"NH,MM",Aristida stricta,Control-6-2B,Control,2B,A,219,32,179,2,72,1397,18,23.4
